id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Decline Reason,Description,Fee,Refunded date (UTC),Statement Descriptor,Status,Seller Message,Taxes On Fee,Card ID,Customer ID,Customer Description,Customer Email,Invoice ID,Transfer,deviceId (metadata),invoiceId (metadata),deviceName (metadata),invoiceNumber (metadata),appBundleId (metadata),locationId (metadata),osVersion (metadata),os (metadata),paymentRecordedBy (metadata),appVersion (metadata),appBuildNumber (metadata)
ch_3RRuVeB4WEOTAzAb1qaLmMqJ,2025-05-23 12:15:49,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000138,0.16,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRuVtB4WEOTAzAb6EXe65LO,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RTC80B4WEOTAzAbomYiDUee,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,683066e554a5f556ef6f3da4,iPhone,000138,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRuRRB4WEOTAzAb1THJDjZf,2025-05-23 12:11:35,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000137,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRuRnB4WEOTAzAbftBMZSLe,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RTC80B4WEOTAzAbomYiDUee,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,683065e054a5f512ef6f3d64,iPhone,000137,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRuPmB4WEOTAzAb1cayNhNP,2025-05-23 12:09:36,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000136,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRuPrB4WEOTAzAbGIYD4jbk,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RTC80B4WEOTAzAbomYiDUee,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,683065791cea5758ce341892,iPhone,000136,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRdnKB4WEOTAzAb0NgWLnTE,2025-05-22 18:24:52,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000133,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRdnTB4WEOTAzAbMg727vsg,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682f6be958d21b2433cb8f71,SM-G975U1,000133,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRdl1B4WEOTAzAb0Mo4Ps7L,2025-05-22 18:22:25,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000132,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRdl7B4WEOTAzAbmtYm3uiQ,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682f6b5a54a5f5b32d6f0a9a,SM-G975U1,000132,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRdftB4WEOTAzAb12TfNsnZ,2025-05-22 18:17:13,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000130,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRdg5B4WEOTAzAbCMUVenHG,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682f6a1c54a5f5e43a6f0a4d,SM-G975U1,000130,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRdevB4WEOTAzAb10BlCHgD,2025-05-22 18:16:09,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000129,0.16,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRdf3B4WEOTAzAbMt2BZSO7,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682f69df58d21b7dc9cb8ef0,SM-G975U1,000129,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRbEjB4WEOTAzAb1TmI8LGY,2025-05-22 15:41:02,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000126,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRbEwB4WEOTAzAbTManTPgt,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682f458054a5f5f84a6efe48,iPhone,000126,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRbE7B4WEOTAzAb0EEH9hif,2025-05-22 15:40:26,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000125,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRbEMB4WEOTAzAbrATgPzw6,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682f455aecdb6dbcfac84c20,iPhone,000125,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRa94B4WEOTAzAb1Qi2we5f,2025-05-22 14:30:59,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000120,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRa99B4WEOTAzAb3TKaU0oy,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682f351b58d21b9096cb7c9f,iPhone,000120,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRa6fB4WEOTAzAb0yA1XGHY,2025-05-22 14:28:28,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000118,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRa6iB4WEOTAzAbH3cAtUaY,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682f348858d21b3c6ecb7c6b,iPhone,000118,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRa5fB4WEOTAzAb0lKALw72,2025-05-22 14:27:29,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000117,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRa5lB4WEOTAzAbhMUrWHct,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682f344aecdb6d54e8c8466d,iPhone,000117,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRa0BB4WEOTAzAb0MBREIFZ,2025-05-22 14:21:47,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000115,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRa0FB4WEOTAzAb6qzXBYwN,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682f32e758d21b9f7ecb7be4,iPhone,000115,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRZwWB4WEOTAzAb0Nf4mHQ2,2025-05-22 14:18:00,4.50,0.00,usd,true,4.50,0.00,usd,,Payment for invoice 000114,0.17,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRZwaB4WEOTAzAbLHzqkpg9,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682f321358d21bfb3ecb7b98,iPhone,000114,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRYB5B4WEOTAzAb1Hw4ms66,2025-05-22 12:24:56,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000113,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRYBAB4WEOTAzAbX4m93yv0,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f17926db4124c4f063853,iPhone,000113,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRYA6B4WEOTAzAb1WN52SwC,2025-05-22 12:23:53,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000110,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRYA9B4WEOTAzAbHdgzHbUm,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f17556db4126bd806383e,iPhone,000110,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRY9UB4WEOTAzAb1HMsi7Gx,2025-05-22 12:23:16,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000109,0.16,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRY9YB4WEOTAzAbXBa24Fvf,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f172f54a5f552b46eeb4b,iPhone,000109,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRY8NB4WEOTAzAb14Z9Qf8q,2025-05-22 12:22:08,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000108,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRY8SB4WEOTAzAbfV78O0G8,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f16ea6db412b0d2063825,iPhone,000108,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRY7uB4WEOTAzAb0YZdaCX1,2025-05-22 12:21:49,6.00,0.00,usd,true,6.00,0.00,usd,,Payment for invoice 000107,0.21,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRY89B4WEOTAzAbbgfLgvpZ,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f16cd6db412e7b906381c,iPhone,000107,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRY5bB4WEOTAzAb1mFEoiVE,2025-05-22 12:19:15,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000104,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRY5fB4WEOTAzAbgCXqUvqL,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f163e54a5f574a16eeb07,iPhone,000104,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRY4sB4WEOTAzAb0KSRPHQm,2025-05-22 12:18:32,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000103,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRY4yB4WEOTAzAbCEp7pi4O,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f15f954a5f5b1826eeaee,iPhone,000103,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRY3NB4WEOTAzAb1fVBSZs2,2025-05-22 12:16:57,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000102,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRY3RB4WEOTAzAbtbQm4AHp,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f15b454a5f5957e6eead4,iPhone,000102,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRY2dB4WEOTAzAb1Ndz0tCv,2025-05-22 12:16:21,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000101,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRY2qB4WEOTAzAbSIMOUgbF,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RSpniB4WEOTAzAb2IQgGznI,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682f15866db41268560637b2,iPhone,000101,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RRHcMB4WEOTAzAb1wnQ97oa,2025-05-21 18:44:00,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000097,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRHcSB4WEOTAzAbpuhpSkvK,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682e1ee9887bf461ad3aeecf,SM-G975U1,000097,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRHbiB4WEOTAzAb0TRJ7bjy,2025-05-21 18:43:34,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000096,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRHc2B4WEOTAzAblh1rIMJr,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682e1ec1887bf4fa893aeebb,SM-G975U1,000096,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRHXEB4WEOTAzAb0U7FuQvU,2025-05-21 18:38:43,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000095,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRHXLB4WEOTAzAbqzw6bk1W,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682e1dab887bf4ae493aee22,SM-G975U1,000095,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRH7vB4WEOTAzAb1OiStpM8,2025-05-21 18:12:37,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000093,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRH85B4WEOTAzAb1CpeWh0G,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682e178a887bf41dcb3aea7c,SM-G975U1,000093,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRH63B4WEOTAzAb1Bri5usp,2025-05-21 18:10:38,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000092,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRH6AB4WEOTAzAbNax3qbXL,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682e1716887bf458db3aea47,SM-G975U1,000092,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRGpzB4WEOTAzAb1uV6K49b,2025-05-21 17:54:16,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000090,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRGqKB4WEOTAzAbEVgpuob3,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682e1332630d833cf9577eda,SM-G975U1,000090,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRGkYB4WEOTAzAb0gdYvcTJ,2025-05-21 17:48:25,3.50,0.00,usd,true,3.50,0.00,usd,,Payment for invoice 000089,0.14,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRGkfB4WEOTAzAbMMGSrE3s,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,6825ae6c-3b7b-4f1e-b879-9027e911d1f2,682e11e1887bf42bcb3ae753,SM-G975U1,000089,com.gohighlevel,Zksj53iga8hYgcS6RbXd,12,android,vgEeFvUnX3d9YGEkXZOc,3.98.1,743
ch_3RRGXpB4WEOTAzAb1odCVfk8,2025-05-21 17:35:17,0.50,0.00,usd,true,0.50,0.00,usd,,Payment for invoice 000085,0.06,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRGXxB4WEOTAzAb16rslVgd,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682e0ecd887bf4b1f83ae4f7,iPhone,000085,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRFygB4WEOTAzAb1tV9qvxw,2025-05-21 16:58:53,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000082,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRFyjB4WEOTAzAbU76AZrk2,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682e0649887bf403c43adf6b,iPhone,000082,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRFMFB4WEOTAzAb08Rp7kJk,2025-05-21 16:19:11,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000081,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRFMJB4WEOTAzAbo7ovDzG9,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682dfcfa630d8345cf576fb9,iPhone,000081,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRF5HB4WEOTAzAb0MsmzsaP,2025-05-21 16:01:39,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000078,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRF5LB4WEOTAzAbZUTDYVzM,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682df8de630d835713576d16,iPhone,000078,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRF3PB4WEOTAzAb1rrYa7eb,2025-05-21 15:59:50,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000077,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRF3aB4WEOTAzAbPlNZlSNw,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682df86b887bf46ba13ad546,iPhone,000077,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRF2ZB4WEOTAzAb09a3KUVy,2025-05-21 15:58:54,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000076,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRF2gB4WEOTAzAbp6iyr2gc,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682df837887bf46e533ad525,iPhone,000076,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRF0OB4WEOTAzAb019l7NvY,2025-05-21 15:57:08,2.50,0.00,usd,true,2.50,0.00,usd,,Payment for invoice 000075,0.12,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRF0yB4WEOTAzAbJK7XIzkO,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682df7af887bf4d25d3ad4f2,iPhone,000075,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RRBfiB4WEOTAzAb1kbMCP1P,2025-05-21 12:23:11,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000073,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RRBfuB4WEOTAzAbfK5mLcXV,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RRNg4B4WEOTAzAb1IhZRQxV,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682dc5a1ed57fbbae34905b3,iPhone,000073,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RQv8JB4WEOTAzAb0HAUJyY7,2025-05-20 18:43:38,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000072,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQv8YB4WEOTAzAb2V4lkVe5,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682ccd4989f3abd8758384c7,iPhone,000072,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQv7dB4WEOTAzAb0qNeP5Ox,2025-05-20 18:42:44,2.50,0.00,usd,true,2.50,0.00,usd,,Payment for invoice 000071,0.12,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQv7gB4WEOTAzAbMdoKd4FU,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682ccd20d9bb00a85ee174d1,iPhone,000071,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQv6eB4WEOTAzAb1xandPkU,2025-05-20 18:41:56,2.50,0.00,usd,true,2.50,0.00,usd,,Payment for invoice 000070,0.12,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQv6uB4WEOTAzAb3K4fLfgC,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682ccce33ed792a94e4d4488,iPhone,000070,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQuumB4WEOTAzAb0WgPs46w,2025-05-20 18:29:32,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000068,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQuuuB4WEOTAzAb9FsVl1Dg,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682cca0389f3abf072838350,iPhone,000068,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQpF4B4WEOTAzAb02KM4KEt,2025-05-20 12:26:02,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000066,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQpF8B4WEOTAzAbfKOJOa0P,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,e5570618-747c-4dfc-9172-c70ca4f1be31,682c74d589f3ab80d2835391,iPhone,000066,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,0jBYAupYsfpsgWnB2ev4,3.97.3,740
